            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2443829.500000000, A.D. 1978-Nov-17 00:00:00.0000, -3.596490729693757E+08,  5.838404225881307E+08,  8.183594173848182E+06, -1.347911001864385E+01,  5.273151743933421E+00,  1.733527343683661E-02,
2443830.500000000, A.D. 1978-Nov-18 00:00:00.0000, -3.608131239286569E+08,  5.842951716153744E+08,  8.185078384087414E+06, -1.346651694498910E+01,  5.253461384507174E+00,  1.702157428452211E-02,
2443831.500000000, A.D. 1978-Nov-19 00:00:00.0000, -3.619760876009626E+08,  5.847482233557119E+08,  8.186535523937762E+06, -1.345394135380586E+01,  5.233862704192683E+00,  1.670864085788804E-02,
2443832.500000000, A.D. 1978-Nov-20 00:00:00.0000, -3.631379655007424E+08,  5.851995857328610E+08,  8.187965658721238E+06, -1.344138333729126E+01,  5.214355767730059E+00,  1.639645372592824E-02,
2443833.500000000, A.D. 1978-Nov-21 00:00:00.0000, -3.642987591505257E+08,  5.856492666770682E+08,  8.189368852064610E+06, -1.342884299029040E+01,  5.194940661622494E+00,  1.608499307692446E-02,
2443834.500000000, A.D. 1978-Nov-22 00:00:00.0000, -3.654584700811574E+08,  5.860972741270235E+08,  8.190745165865988E+06, -1.341632041049589E+01,  5.175617494984124E+00,  1.577423869958716E-02,
2443835.500000000, A.D. 1978-Nov-23 00:00:00.0000, -3.666170998320531E+08,  5.865436160318540E+08,  8.192094660258830E+06, -1.340381569864811E+01,  5.156386400432518E+00,  1.546416996224753E-02,
2443836.500000000, A.D. 1978-Nov-24 00:00:00.0000, -3.677746499514720E+08,  5.869883003531933E+08,  8.193417393575341E+06, -1.339132895872815E+01,  5.137247535024297E+00,  1.515476578945862E-02,
2443837.500000000, A.D. 1978-Nov-25 00:00:00.0000, -3.689311219968029E+08,  5.874313350673355E+08,  8.194713422306716E+06, -1.337886029814729E+01,  5.118201081238694E+00,  1.484600463628238E-02,
2443838.500000000, A.D. 1978-Nov-26 00:00:00.0000, -3.700865175348710E+08,  5.878727281674769E+08,  8.195982801061213E+06, -1.336640982794339E+01,  5.099247248017325E+00,  1.453786446090244E-02,
2443839.500000000, A.D. 1978-Nov-27 00:00:00.0000, -3.712408381422590E+08,  5.883124876660489E+08,  8.197225582520425E+06, -1.335397766299374E+01,  5.080386271869294E+00,  1.423032269610935E-02,
2443840.500000000, A.D. 1978-Nov-28 00:00:00.0000, -3.723940854056492E+08,  5.887506215971503E+08,  8.198441817391992E+06, -1.334156392224996E+01,  5.061618418049953E+00,  1.392335621984708E-02,
2443841.500000000, A.D. 1978-Nov-29 00:00:00.0000, -3.735462609221870E+08,  5.891871380190845E+08,  8.199631554361254E+06, -1.332916872899493E+01,  5.042943981820207E+00,  1.361694132460523E-02,
2443842.500000000, A.D. 1978-Nov-30 00:00:00.0000, -3.746973662998658E+08,  5.896220450170103E+08,  8.200794840038449E+06, -1.331679221111771E+01,  5.024363289791834E+00,  1.331105368526586E-02,
2443843.500000000, A.D. 1978-Dec-01 00:00:00.0000, -3.758474031579382E+08,  5.900553507057114E+08,  8.201931718904316E+06, -1.330443450140217E+01,  5.005876701362642E+00,  1.300566832495686E-02,
2443844.500000000, A.D. 1978-Dec-02 00:00:00.0000, -3.769963731273516E+08,  5.904870632324939E+08,  8.203042233252168E+06, -1.329209573782740E+01,  4.987484610241991E+00,  1.270075957860461E-02,
2443845.500000000, A.D. 1978-Dec-03 00:00:00.0000, -3.781442778512105E+08,  5.909171907802207E+08,  8.204126423126638E+06, -1.327977606388152E+01,  4.969187446060290E+00,  1.239630105369049E-02,
2443846.500000000, A.D. 1978-Dec-04 00:00:00.0000, -3.792911189852660E+08,  5.913457415704943E+08,  8.205184326259077E+06, -1.326747562889715E+01,  4.950985676043790E+00,  1.209226558843102E-02,
2443847.500000000, A.D. 1978-Dec-05 00:00:00.0000, -3.804368981984373E+08,  5.917727238669536E+08,  8.206215977999300E+06, -1.325519458837047E+01,  4.932879806883460E+00,  1.178862520211088E-02,
2443848.500000000, A.D. 1978-Dec-06 00:00:00.0000, -3.815816171733579E+08,  5.921981459788104E+08,  8.207221411242634E+06, -1.324293310437663E+01,  4.914870386625866E+00,  1.148535105459358E-02,
2443849.500000000, A.D. 1978-Dec-07 00:00:00.0000, -3.827252776069627E+08,  5.926220162644825E+08,  8.208200656353176E+06, -1.323069134594818E+01,  4.896958006777001E+00,  1.118241339049719E-02,
2443850.500000000, A.D. 1978-Dec-08 00:00:00.0000, -3.838678812111080E+08,  5.930443431354506E+08,  8.209153741083473E+06, -1.321846948952706E+01,  4.879143304545861E+00,  1.087978148900581E-02,
2443851.500000000, A.D. 1978-Dec-09 00:00:00.0000, -3.850094297132316E+08,  5.934651350603119E+08,  8.210080690487385E+06, -1.320626771944578E+01,  4.861426965253818E+00,  1.057742360959124E-02,
2443852.500000000, A.D. 1978-Dec-10 00:00:00.0000, -3.861499248570568E+08,  5.938844005690446E+08,  8.210981526830852E+06, -1.319408622843462E+01,  4.843809724891003E+00,  1.027530693299994E-02,
2443853.500000000, A.D. 1978-Dec-11 00:00:00.0000, -3.872893684033406E+08,  5.943021482575012E+08,  8.211856269495070E+06, -1.318192521814148E+01,  4.826292372795093E+00,  9.973397494369651E-03,
2443854.500000000, A.D. 1978-Dec-12 00:00:00.0000, -3.884277621306661E+08,  5.947183867921391E+08,  8.212704934874177E+06, -1.316978489965316E+01,  4.808875754455423E+00,  9.671660106266300E-03,
2443855.500000000, A.D. 1978-Dec-13 00:00:00.0000, -3.895651078362814E+08,  5.951331249149981E+08,  8.213527536266774E+06, -1.315766549404790E+01,  4.791560774552118E+00,  9.370058277181403E-03,
2443856.500000000, A.D. 1978-Dec-14 00:00:00.0000, -3.907014073369933E+08,  5.955463714489677E+08,  8.214324083759665E+06, -1.314556723313186E+01,  4.774348400581472E+00,  9.068554152033004E-03,
2443857.500000000, A.D. 1978-Dec-15 00:00:00.0000, -3.918366624701288E+08,  5.959581353033845E+08,  8.215094584108204E+06, -1.313349036020167E+01,  4.757239666622843E+00,  8.767108442126137E-03,
2443858.500000000, A.D. 1978-Dec-16 00:00:00.0000, -3.929708750945566E+08,  5.963684254799148E+08,  8.215839040606022E+06, -1.312143513076192E+01,  4.740235676604342E+00,  8.465680299858613E-03,
2443859.500000000, A.D. 1978-Dec-17 00:00:00.0000, -3.941040470917727E+08,  5.967772510787841E+08,  8.216557452947706E+06, -1.310940181317697E+01,  4.723337608734929E+00,  8.164227228814935E-03,
2443860.500000000, A.D. 1978-Dec-18 00:00:00.0000, -3.952361803670463E+08,  5.971846213053818E+08,  8.217249817080259E+06, -1.309739068958879E+01,  4.706546719913808E+00,  7.862704978301771E-03,
2443861.500000000, A.D. 1978-Dec-19 00:00:00.0000, -3.963672768506592E+08,  5.975905454772646E+08,  8.217916125049442E+06, -1.308540205700013E+01,  4.689864350645331E+00,  7.561067447946712E-03,
2443862.500000000, A.D. 1978-Dec-20 00:00:00.0000, -3.974973384992298E+08,  5.979950330316069E+08,  8.218556364832610E+06, -1.307343622823380E+01,  4.673291930128535E+00,  7.259266558025113E-03,
2443863.500000000, A.D. 1978-Dec-21 00:00:00.0000, -3.986263672971253E+08,  5.983980935330939E+08,  8.219170520162612E+06, -1.306149353296189E+01,  4.656830981808808E+00,  6.957252115879831E-03,
2443864.500000000, A.D. 1978-Dec-22 00:00:00.0000, -3.997543652579650E+08,  5.987997366823224E+08,  8.219758570339680E+06, -1.304957431886514E+01,  4.640483129369155E+00,  6.654971673286436E-03,
2443865.500000000, A.D. 1978-Dec-23 00:00:00.0000, -4.008813344262320E+08,  5.991999723247377E+08,  8.220320490029514E+06, -1.303767895291780E+01,  4.624250103240668E+00,  6.352370376053740E-03,
2443866.500000000, A.D. 1978-Dec-24 00:00:00.0000, -4.020072768789995E+08,  5.995988104601574E+08,  8.220856249048918E+06, -1.302580782279005E+01,  4.608133747653445E+00,  6.049390802562504E-03,
2443867.500000000, A.D. 1978-Dec-25 00:00:00.0000, -4.031321947277834E+08,  5.999962612529302E+08,  8.221365812135965E+06, -1.301396133836186E+01,  4.592136028264279E+00,  5.745972788634202E-03,
2443868.500000000, A.D. 1978-Dec-26 00:00:00.0000, -4.042560901205311E+08,  6.003923350427768E+08,  8.221849138705522E+06, -1.300213993335254E+01,  4.576259040411649E+00,  5.442053236686117E-03,
2443869.500000000, A.D. 1978-Dec-27 00:00:00.0000, -4.053789652437559E+08,  6.007870423563775E+08,  8.222306182586521E+06, -1.299034406708044E+01,  4.560505018063163E+00,  5.137565907790131E-03,
2443870.500000000, A.D. 1978-Dec-28 00:00:00.0000, -4.065008223248305E+08,  6.011803939197626E+08,  8.222736891741246E+06, -1.297857422637391E+01,  4.544876343532408E+00,  4.832441195644632E-03,
2443871.500000000, A.D. 1978-Dec-29 00:00:00.0000, -4.076216636344521E+08,  6.015724006715809E+08,  8.223141207963526E+06, -1.296683092765791E+01,  4.529375558050686E+00,  4.526605881516099E-03,
2443872.500000000, A.D. 1978-Dec-30 00:00:00.0000, -4.087414914892960E+08,  6.019630737773186E+08,  8.223519066555589E+06, -1.295511471924205E+01,  4.514005373285460E+00,  4.219982869781758E-03,
2443873.500000000, A.D. 1978-Dec-31 00:00:00.0000, -4.098603082548824E+08,  6.023524246445625E+08,  8.223870395981371E+06, -1.294342618382270E+01,  4.498768683903799E+00,  3.912490896674337E-03,
2443874.500000000, A.D. 1979-Jan-01 00:00:00.0000, -4.109781163486558E+08,  6.027404649393932E+08,  8.224195117491752E+06, -1.293176594123971E+01,  4.483668581300046E+00,  3.604044221353853E-03,
2443875.500000000, A.D. 1979-Jan-02 00:00:00.0000, -4.120949182433284E+08,  6.031272066040212E+08,  8.224493144724190E+06, -1.292013465148424E+01,  4.468708368588985E+00,  3.294552281082774E-03,
2443876.500000000, A.D. 1979-Jan-03 00:00:00.0000, -4.132107164704877E+08,  6.035126618757780E+08,  8.224764383269846E+06, -1.290853301800006E+01,  4.453891577016327E+00,  2.983919317741890E-03,
2443877.500000000, A.D. 1979-Jan-04 00:00:00.0000, -4.143255136245053E+08,  6.038968433075912E+08,  8.225008730207294E+06, -1.289696179130222E+01,  4.439221983935914E+00,  2.672043967628657E-03,
2443878.500000000, A.D. 1979-Jan-05 00:00:00.0000, -4.154393123667721E+08,  6.042797637900869E+08,  8.225226073599309E+06, -1.288542177295381E+01,  4.424703632535252E+00,  2.358818811403651E-03,
2443879.500000000, A.D. 1979-Jan-06 00:00:00.0000, -4.165521154302958E+08,  6.046614365754794E+08,  8.225416291948050E+06, -1.287391381994977E+01,  4.410340853517236E+00,  2.044129880207857E-03,
2443880.500000000, A.D. 1979-Jan-07 00:00:00.0000, -4.176639256246959E+08,  6.050418753034276E+08,  8.225579253606707E+06, -1.286243884956523E+01,  4.396138288975506E+00,  1.727856113668880E-03,
